Strategic_FPTP_Efficiency_Gap,Honest_FPTP_Efficiency_Gap,Approval_Efficiency_Gap,Borda_Efficiency_Gap,Classic_STV_Efficiency_Gap,Complete_STV_Efficiency_Gap,Wasted_Ballot_Efficiency_Gap
-0.4064,-0.2705,-0.66175,-0.6506833333333333,-0.4228,-0.4219,-0.1666
-0.398,-0.2733,-0.6509,-0.6422333333333333,-0.4062,-0.4083,-0.1261
-0.3918,-0.2578,-0.66555,-0.6520666666666667,-0.4066,-0.4139,-0.154
-0.412,-0.2827,-0.6564,-0.6478666666666667,-0.4276,-0.4276,-0.1501
-0.4133,-0.2836,-0.66835,-0.65565,-0.4357,-0.4368,-0.1681
-0.4056,-0.283,-0.667,-0.65525,-0.4294,-0.4308,-0.1705
-0.4194,-0.3018,-0.66465,-0.6532,-0.4394,-0.443,-0.1669
-0.413,-0.2825,-0.6651,-0.6546333333333333,-0.4327,-0.4314,-0.1627
-0.4037,-0.2712,-0.6621,-0.6502,-0.4115,-0.4132,-0.1444
-0.4035,-0.2775,-0.6679,-0.6518,-0.4176,-0.4186,-0.1618
-0.3988,-0.2754,-0.6663,-0.65245,-0.4075,-0.4162,-0.1606
-0.4128,-0.2824,-0.6673,-0.6541,-0.4288,-0.4295,-0.1648
-0.3917,-0.2624,-0.6618,-0.6473833333333333,-0.4022,-0.4061,-0.1519
-0.4055,-0.2818,-0.66035,-0.65205,-0.4284,-0.4298,-0.1528
-0.4187,-0.3059,-0.66645,-0.65345,-0.4444,-0.4444,-0.1819
-0.4147,-0.2795,-0.6703,-0.6562333333333333,-0.4285,-0.4336,-0.169
-0.4121,-0.292,-0.67635,-0.6593833333333333,-0.4376,-0.4399,-0.1846
-0.4012,-0.2789,-0.65725,-0.6493333333333333,-0.4188,-0.4256,-0.1555
-0.4106,-0.2878,-0.67145,-0.6575166666666666,-0.4291,-0.433,-0.175
-0.3969,-0.2647,-0.65525,-0.6483166666666667,-0.4148,-0.4146,-0.1369
-0.4013,-0.2802,-0.6609,-0.6504333333333333,-0.4199,-0.4309,-0.1519
-0.376,-0.2541,-0.65355,-0.6444,-0.3852,-0.3943,-0.1291
-0.4081,-0.2873,-0.65705,-0.6475,-0.4203,-0.4281,-0.1423
-0.3803,-0.2532,-0.6577,-0.6457166666666667,-0.3842,-0.394,-0.1276
-0.3972,-0.2801,-0.6665,-0.6517833333333334,-0.4217,-0.4285,-0.1606
-0.4048,-0.2762,-0.6711,-0.6543833333333333,-0.4233,-0.4232,-0.1831
-0.3854,-0.2609,-0.6521,-0.6439166666666667,-0.392,-0.4037,-0.1318
-0.4195,-0.295,-0.6644,-0.6533333333333333,-0.4338,-0.4342,-0.1543
-0.4054,-0.2777,-0.65325,-0.6457833333333334,-0.4121,-0.4156,-0.1393
-0.4244,-0.2972,-0.66455,-0.6543833333333333,-0.4402,-0.4407,-0.163
-0.4014,-0.2764,-0.66235,-0.6501166666666667,-0.42,-0.4229,-0.1579
-0.3801,-0.2568,-0.6588,-0.64575,-0.3885,-0.4008,-0.1327
-0.3809,-0.2532,-0.66175,-0.6466166666666666,-0.394,-0.4023,-0.1426
-0.3936,-0.2763,-0.66255,-0.6501666666666667,-0.4162,-0.4271,-0.1606
-0.4136,-0.2913,-0.66495,-0.6550333333333334,-0.4271,-0.437,-0.1663
-0.388,-0.2638,-0.65785,-0.6468666666666667,-0.405,-0.4113,-0.1438
-0.3926,-0.2776,-0.65835,-0.6483166666666667,-0.4177,-0.4191,-0.1456
-0.3959,-0.2799,-0.6563,-0.6432833333333333,-0.4187,-0.4207,-0.1399
-0.4052,-0.2858,-0.6571,-0.64705,-0.4242,-0.4262,-0.1429
-0.4096,-0.2871,-0.61005,-0.6549333333333334,-0.4296,-0.4326,-0.1747
-0.4152,-0.2914,-0.6641,-0.6525833333333333,-0.4252,-0.4284,-0.1633
-0.4078,-0.2781,-0.66435,-0.65105,-0.4262,-0.4225,-0.1627
-0.406,-0.278,-0.61775,-0.6574,-0.4319,-0.4267,-0.1828
-0.4119,-0.2963,-0.6629,-0.6516666666666666,-0.4311,-0.4413,-0.1612
-0.403,-0.2833,-0.66165,-0.6500166666666667,-0.4227,-0.4239,-0.1594
-0.4066,-0.2807,-0.66165,-0.6500166666666667,-0.4225,-0.4217,-0.1501
-0.3627,-0.2412,-0.6546,-0.6415833333333333,-0.3817,-0.3952,-0.1276
-0.4067,-0.2739,-0.66555,-0.6539,-0.4201,-0.4237,-0.1543
-0.3895,-0.2571,-0.65805,-0.6469333333333334,-0.3963,-0.4032,-0.1432
-0.4182,-0.2989,-0.6621,-0.6505666666666666,-0.434,-0.4368,-0.1702
-0.3906,-0.2519,-0.65645,-0.6462,-0.4005,-0.4004,-0.1378
-0.4209,-0.2896,-0.66285,-0.6550833333333334,-0.4391,-0.4412,-0.169
-0.3961,-0.2733,-0.65695,-0.6457833333333334,-0.4119,-0.4101,-0.1471
-0.426,-0.3007,-0.66755,-0.6568,-0.4338,-0.4416,-0.1708
-0.3948,-0.2777,-0.6592,-0.6475666666666666,-0.4107,-0.4277,-0.1486
-0.3948,-0.2617,-0.6624,-0.6497333333333334,-0.4041,-0.4073,-0.1543
-0.3869,-0.2615,-0.65745,-0.6467333333333334,-0.3992,-0.4054,-0.1321
-0.3794,-0.2635,-0.64355,-0.6372333333333333,-0.3897,-0.4011,-0.1141
-0.39,-0.2518,-0.66345,-0.6495333333333333,-0.3998,-0.4027,-0.1519
-0.4002,-0.2826,-0.6617,-0.6482,-0.423,-0.4292,-0.1507
-0.3947,-0.2673,-0.6526,-0.6444166666666666,-0.4113,-0.4131,-0.1291
-0.4078,-0.2859,-0.66295,-0.6523166666666667,-0.4256,-0.4288,-0.1609
